1 8 32 0.468855829192
1 8 33 0.241807347881
1 8 34 0.267263507453
1 8 35 0.486268326086
1 8 36 0.443155244706
1 8 37 0.280776975847
1 8 38 0.25687355735
1 8 39 0.255657153458
1 8 40 0.463487509039
1 8 41 0.439354923402
1 8 42 0.433857526139
1 8 43 0.469776683036
1 8 44 0.333793724102
1 8 45 0.322816980042
1 8 46 0.267154323972
1 8 47 0.302025813956
1 8 48 0.490930713835
1 8 49 0.384137914097
1 8 50 0.354354268985
1 8 51 0.460010996674
1 8 52 0.403266819583
1 8 53 0.357991160915
1 8 54 0.24662664864
1 8 55 0.375808836149
1 8 56 0.384720959425
1 8 57 0.449441110581
1 8 58 0.31667254166
1 8 59 0.487567964956
1 8 60 0.283383361139
1 8 61 0.253963957193
1 8 62 0.319183871328
1 8 63 0.472974229966
9 5 32 0.25073238633
9 5 33 0.390561032289
9 5 34 0.354290785839
9 5 35 0.471578816448
9 5 36 0.238507897915
9 5 37 0.277642226265
9 5 38 0.471238677977
9 5 39 0.263624355975
9 5 40 0.23708343616
9 5 41 0.266507212148
9 5 42 0.478390282044
9 5 43 0.471463965778
9 5 44 0.267167733233
9 5 45 0.368526521482
9 5 46 0.315371504488
9 5 47 0.276491625213
9 5 48 0.32983483541
9 5 49 0.349867917685
9 5 50 0.478719335428
9 5 51 0.475570781674
9 5 52 0.468131193497
9 5 53 0.361320572212
9 5 54 0.251478241436
9 5 55 0.488493097514
9 5 56 0.488236893565
9 5 57 0.279210593464
9 5 58 0.250457865292
9 5 59 0.435873893178
9 5 60 0.490251579515
9 5 61 0.458637541316
9 5 62 0.332315579971
9 5 63 0.490102880817
