6 9 0 31.7136783247
6 9 2 32.3060468433
6 9 4 31.922861078
6 9 6 31.9422476335
6 9 8 32.4680282651
6 9 10 31.6987090473
6 9 12 31.7188171933
6 9 14 31.8291600383
6 9 24 31.1096321615
6 10 22 32.4281737955
6 10 24 31.8168240234
6 10 26 31.8578692034
6 10 28 32.1839911057
6 10 30 31.974660094
6 11 14 33.0167593752
6 11 16 32.5701470237
6 11 18 33.5479632923
6 11 20 33.7666829647
6 11 22 33.8043491109
6 11 24 32.8965208272
6 11 26 33.7119853778
6 11 28 33.0749909455
6 11 30 34.1448764741
6 12 0 36.2919348868
6 12 2 37.7827621783
6 12 4 37.6510443672
6 12 6 36.8168575899
6 12 8 37.5243424115
6 12 10 36.9645333877
6 12 12 36.1884503404
6 12 14 36.0081669525
6 12 16 35.3361929181
6 12 18 35.4511764413
6 12 20 36.8115853337
6 12 22 35.8255802124
6 12 24 35.1886029929
6 12 26 35.7024480784
6 12 28 35.5671648156
6 12 30 34.4181820427
7 4 0 84.5726060027
7 4 2 87.2972260849
7 4 4 86.9149503065
7 4 6 87.7966888517
7 5 0 70.6451022434
7 5 4 73.4613224714
7 5 24 85.1363214958
7 5 26 85.9600086669
7 5 28 87.646664264
7 5 30 87.1475054989
7 10 0 29.766406851
7 10 30 28.9974865442
7 11 30 47.7321769894
9 14 47 48.8890672492
9 16 0 26.3497725525
9 16 2 24.2901803658
9 16 4 23.8818462785
9 16 6 24.0318155823
9 16 8 23.373895512
9 16 10 23.9903632887
9 16 12 23.8704609905
9 16 14 23.8053383943
9 16 16 22.3845041327
9 16 18 23.0355179854
9 16 19 53.6989749476
9 16 20 23.4760772857
9 16 22 23.6866682855
9 16 24 23.2264023837
9 16 26 23.6093566702
9 16 28 24.0785983596
9 16 30 24.7941720702
