1 18 48 72.3843987054
1 18 49 72.9169482894
1 18 50 70.0947744721
1 18 51 68.7444004913
1 18 52 66.5672214088
1 18 53 66.2088196025
1 18 54 66.1787516552
1 18 55 66.6371667249
1 18 56 65.0084213375
1 18 57 65.2685378309
1 18 58 65.4857280778
1 18 59 66.7096372104
1 18 60 67.5152647689
1 18 61 68.1888056691
1 18 62 70.7389223828
4 4 1 5.28615381558
4 4 3 5.25456921517
4 4 5 5.254925586
4 4 7 5.27182362524
4 4 9 5.30791679783
4 4 11 5.30236819826
4 4 13 5.222356387
4 4 15 5.2599286758
4 4 19 5.10757275531
4 4 23 5.03126833738
4 4 27 5.07673268869
4 4 29 5.06365889423
4 5 1 5.10200611637
4 5 3 5.05771331527
4 5 5 5.1542860343
4 5 7 5.1592782759
4 5 9 5.06852808481
4 5 11 5.0307415605
4 5 13 5.10960591159
4 5 15 5.04864602682
4 6 1 5.2601745807
4 6 3 5.20422321008
4 6 5 5.10283777334
4 6 7 5.13071553773
4 6 9 5.13513100071
4 6 11 5.19195276165
4 6 13 5.06541496193
4 6 15 5.19837941649
4 6 17 5.98398999004
4 6 19 5.87793183183
4 6 21 5.83876568187
4 6 23 5.83729051999
4 6 25 5.75658105681
4 6 27 5.64283639576
4 6 29 5.71013836783
4 6 31 5.67701435072
4 7 1 5.04976958339
4 7 3 5.12830916568
4 7 5 5.11995055111
4 7 7 5.10544679524
4 7 9 5.0138580858
4 7 11 5.21829802966
4 7 13 5.17648487984
4 7 15 5.19505626341
4 7 17 5.1423633876
4 7 19 5.12799358464
4 7 21 5.07021057521
4 7 23 5.15105721529
4 7 25 5.15959395558
4 7 27 5.14669937589
4 7 29 5.22790176897
4 7 31 5.27072044152
4 8 1 5.17255927556
4 8 3 5.30174500361
4 8 5 5.28610214346
4 8 7 5.29851159237
4 8 9 5.41244394085
4 8 11 5.3726921514
4 8 13 5.42648327575
4 8 15 5.49299489564
4 9 1 5.26126472298
4 9 3 5.20927161005
4 9 5 5.29097951119
4 9 7 5.36529901483
4 9 9 5.23158291657
4 9 11 5.28723823441
4 9 13 5.25047810058
4 9 15 5.37066361083
4 9 17 5.40307398525
4 9 19 5.48877926175
4 9 21 5.32387333953
4 9 23 5.47473748101
4 9 25 5.36839707753
4 9 27 5.3711212439
4 9 29 5.36405508395
4 9 31 5.40047342251
4 10 1 5.26946043949
4 10 3 5.28336536534
4 10 5 5.28577175591
4 10 7 5.27241992856
4 10 9 5.29538021815
4 10 11 5.40411836031
4 10 13 5.242576247
4 10 15 5.39171420025
4 10 17 5.19534823893
4 10 19 5.1662308164
4 10 21 5.22792070011
4 10 23 5.28022751835
4 10 25 5.25213824249
4 10 27 5.26708564964
4 10 29 5.22698631378
4 10 31 5.26083977907
4 11 17 5.05480654125
4 11 27 5.00835742689
4 11 29 5.08764622521
4 12 1 5.04954383258
4 12 3 5.12748269309
4 12 5 5.03302104279
4 12 7 5.15287375551
4 12 9 5.17702631673
4 12 11 5.10877951928
4 12 13 5.21277198842
4 12 15 5.2693986797
5 13 31 5.10962389698
5 15 17 5.01919611692
5 18 1 5.36049469338
5 18 3 5.32152143855
5 18 5 5.28700597226
5 18 7 5.25806887784
5 18 9 5.23842347416
5 18 11 5.29892373191
5 18 13 5.26865201997
5 18 15 5.30389032545
6 9 0 80.9885666856
6 9 2 84.8549860124
6 9 4 85.3755988687
6 9 6 83.0944265422
6 9 10 84.8666003531
6 9 12 85.0576879888
6 9 14 85.4569086852
6 9 24 82.2006995928
6 10 22 83.3189765299
6 10 24 82.9044278206
6 10 26 82.659186859
6 10 28 82.438823234
6 10 30 82.9866729517
6 11 16 81.6904796879
6 11 22 87.3388134585
6 11 24 81.1540833761
6 11 26 83.4760029454
6 11 28 83.4878288508
6 11 30 84.8110998789
6 12 0 79.3445897777
6 12 2 83.4522062032
6 12 4 82.0094661835
6 12 6 82.1565446095
6 12 10 81.7808782242
6 12 14 83.2862377596
6 12 16 81.3787017452
6 12 18 82.3784984253
6 12 20 83.2729263802
6 12 22 82.5799888316
6 12 24 82.1461951355
6 12 26 82.4796527761
6 12 28 83.3419819291
6 12 30 82.3740981398
7 4 0 78.7401808714
7 4 2 80.7155788306
7 4 4 80.8176300262
7 4 6 80.8422674254
7 5 0 78.9812876653
7 5 24 79.9647578234
7 5 26 79.7390073047
7 5 28 79.573447024
7 5 30 82.1450920703
7 10 30 82.9923039606
7 11 30 72.7515574976
8 17 47 37.409295885
8 17 48 39.1808408441
9 14 47 75.2785745546
9 16 0 79.0949285384
9 16 2 73.54195233
9 16 4 73.4551708678
9 16 6 72.6946242799
9 16 8 70.4986551895
9 16 10 70.8345675424
9 16 12 71.2124285879
9 16 14 72.0077260073
9 16 16 67.9411441471
9 16 18 70.8045406829
9 16 19 81.4652077962
9 16 20 72.2283583927
9 16 22 71.634074703
9 16 24 70.5290450708
9 16 26 70.9987751361
9 16 28 73.7480710341
9 16 30 74.0316919197
